"country","year","gdp","growth","underval"
"BGD",1980,1357.92614746094,0.00333929061889648,0.56548023223877
"BGD",1985,1459.779296875,0.0143597600981593,0.542903006076813
"BGD",1990,1624.40344238281,0.0214694980531931,0.566475927829742
"BGD",1995,1732.626953125,0.0128003116697073,0.469784289598465
"BGD",2000,2009.38354492188,0.0294846538454294,0.515140652656555
"BGR",1995,6873.984375,-0.0227766036987305,0.713089883327484
"BGR",2000,7888.90966796875,0.0274154655635357,0.53396999835968
"BHR",1975,19838.609375,0.0927427262067795,0.121313393115997
"BHR",1980,17858.341796875,-0.0208681114017963,-0.122306317090988
"BHR",1985,15963.8720703125,-0.0224340446293354,-0.116475746035576
"BHR",1990,17182.779296875,0.0142684932798147,-0.0646766051650047
"BHR",1995,17158.89453125,0.000183868411113508,-0.213964328169823
"BHR",2000,19049.54296875,0.0209421161562204,-0.270092964172363
"BHS",1975,13388.8203125,-0.0370834358036518,0.124839529395103
"BHS",1980,18045.54296875,0.061980627477169,0.176583468914032
"BHS",1985,20015.84765625,0.0204917900264263,0.0122878551483154
"BHS",1990,18622.6875,-0.014563369564712,-0.101160109043121
"BHS",1995,17107.162109375,-0.0166738517582417,-0.260329812765121
"BHS",2000,18618.279296875,0.0170600898563862,-0.367864042520523
"BIH",1995,2535.5185546875,0.151069074869156,-0.11833019554615
"BIH",2000,3346.20556640625,0.0601509101688862,-0.163508877158165
"BLZ",1975,4385.56005859375,0.0321517959237099,0.437653064727783
"BLZ",1980,5240.0302734375,0.0362794883549213,0.420209169387817
"BLZ",1985,4329.7294921875,-0.0380521789193153,0.0975755453109741
"BLZ",1990,5454.88037109375,0.0463178642094135,0.012710670940578
"BLZ",1995,5944.20654296875,0.0175111778080463,-0.013111843727529
"BLZ",2000,6621.22998046875,0.0211894996464252,-0.112639054656029
"BMU",1975,26559.4921875,0.035214614123106,-0.112070806324482
"BMU",1980,29314.111328125,0.0199853889644146,-0.279942989349365
"BMU",1985,31967.63671875,0.0172660835087299,-0.496598303318024
"BMU",1990,30971.75390625,-0.00626087188720703,-0.66978508234024
"BMU",1995,33888.47265625,0.0178350452333689,-0.76239550113678
"BMU",2000,34332.0859375,0.00273303990252316,-0.941640555858612
"BOL",1955,2495.55419921875,-0.0251121520996094,-0.231959834694862
"BOL",1960,2516.55419921875,0.00176420214120299,0.279741406440735
"BOL",1965,2769.421875,0.0188980102539062,0.325234621763229
"BOL",1970,2689.009765625,-0.00571813574060798,0.42107555270195
"BOL",1975,3118.26928710938,0.0297402385622263,0.249927163124084
"BOL",1980,2861.77807617188,-0.0175296775996685,-0.0407446473836899
"BOL",1985,2514.30297851562,-0.0254901889711618,0.143383964896202
"BOL",1990,2627.60693359375,0.00881280936300755,0.164839819073677
"BOL",1995,2838.06005859375,0.0153999328613281,0.0445361323654652
"BOL",2000,2965.58178710938,0.00882158242166042,0.0832476243376732
"BRA",1955,2330.97973632812,0.0365327820181847,-1.16735887527466
"BRA",1960,2945.51611328125,0.0468379035592079,-0.569304823875427
"BRA",1965,3429.70092773438,0.0303864479064941,-0.614358305931091
"BRA",1970,4708.9453125,0.062601663172245,-0.573535323143005
"BRA",1975,6048.9716796875,0.0510631576180458,-0.340106129646301
"BRA",1980,6297.3837890625,0.00804405193775892,0.341570913791656
"BRA",1985,7027.845703125,0.0219833366572857,0.417108684778214
"BRA",1990,6800.08349609375,-0.00644912710413337,0.0736575424671173
"BRA",1995,6972.3193359375,0.00502052297815681,-0.278991669416428
"BRA",2000,7114.1337890625,0.00401153555139899,0.0527928173542023
"BRB",1965,9127.00390625,0.0390058532357216,0.921301126480103
"BRB",1970,12106.2919921875,0.0573667511343956,0.935285568237305
"BRB",1975,12105.26953125,-0.000348091125488281,0.711440622806549
"BRB",1980,13138.4072265625,0.0166849140077829,0.428746312856674
"BRB",1985,14578.96484375,0.0206924434751272,0.251557439565659
"BRB",1990,13898.2666015625,-0.00949783343821764,0.128923431038857
"BRB",1995,14673.5771484375,0.0108406068757176,-0.0209000259637833
"BRB",2000,15736.6826171875,0.0141057968139648,-0.111551783978939
"BRN",1975,43005.37109375,0.0531488433480263,0.711385667324066
"BRN",1980,37501.51171875,-0.0269355773925781,0.0507377833127975
"BRN",1985,30158.814453125,-0.042295265942812,0.375930368900299
"BRN",1990,27423.005859375,-0.0189002994447947,0.141785800457001
"BRN",1995,26316.380859375,-0.00822925567626953,0.0603111609816551
"BRN",2000,25565.4921875,-0.00574359903112054,0.144933000206947
"BTN",1975,285.118713378906,0.0341744422912598,-0.845346927642822
"BTN",1980,427.354858398438,0.0811954513192177,-0.294131934642792
"BTN",1985,534.95849609375,0.0443622581660748,-0.289466589689255
"BTN",1990,598.819274902344,0.0234742164611816,0.00498675461858511
"BTN",1995,747.942260742188,0.0438317283987999,0.0200694631785154
"BTN",2000,859.776977539062,0.0283013340085745,-0.188835278153419
"BWA",1975,2416.35913085938,0.0933775901794434,-0.130567222833633
"BWA",1980,3046.30151367188,0.0460654273629189,-0.245936498045921
"BWA",1985,4328.8203125,0.0699459090828896,0.00147114624269307
"BWA",1990,5768.47900390625,0.0586740486323833,-0.170153096318245
"BWA",1995,6287.9560546875,0.0171915050595999,-0.115998432040215
"BWA",2000,7975.89599609375,0.0471817031502724,-0.0472175516188145
"CAF",1975,1098.05786132812,0.0161933898925781,-0.136119872331619
"CAF",1980,1032.71374511719,-0.0118499752134085,0.0218856297433376
"CAF",1985,1015.17230224609,-0.00330657954327762,-0.256277501583099
"CAF",1990,861.678344726562,-0.0341962799429893,-0.427644520998001
"CAF",1995,825.249450683594,-0.00760049838572741,-0.170755237340927
"CAF",2000,926.299560546875,0.023416806012392,-0.15064500272274
"CAN",1955,10530.3486328125,0.0168033596128225,-0.300071358680725
"CAN",1960,11181.6904296875,0.0117700574919581,-0.308571398258209
"CAN",1965,13371.3466796875,0.0359338745474815,-0.314887851476669
"CAN",1970,15267.421875,0.026338767260313,-0.364146947860718
"CAN",1975,17565.96875,0.0281818397343159,-0.223887011408806
"CAN",1980,18750.4453125,0.0131507869809866,-0.227855145931244
"CAN",1985,21148.84765625,0.024011230096221,-0.332453370094299
"CAN",1990,21366.427734375,0.00211791996844113,-0.487370610237122
"CAN",1995,23835.658203125,0.021701430901885,-0.371981590986252
"CAN",2000,27505.408203125,0.0288211815059185,-0.394791752099991
"CHE",1955,13591.4306640625,0.0336204543709755,0.372306197881699
"CHE",1960,16639.884765625,0.040319062769413,0.267859727144241
"CHE",1965,18637.75,0.0228368751704693,0.16352516412735
"CHE",1970,22359.1015625,0.036402128636837,-0.0145086860284209
"CHE",1975,21605.28515625,-0.00683937082067132,-0.312735497951508
"CHE",1980,23981.26953125,0.0209617614746094,-0.248883098363876
"CHE",1985,25619.8125,0.0131660457700491,-0.481005519628525
"CHE",1990,26914.484375,0.00990829430520535,-0.773873150348663
"CHE",1995,27306.048828125,0.00286979670636356,-0.837382137775421
"CHE",2000,28982.109375,0.0119449617341161,-0.780149400234222
"CHL",1955,4709.73779296875,0.00649433117359877,-0.0663499161601067
"CHL",1960,5281.8916015625,0.0229009632021189,0.0232117269188166
"CHL",1965,5780.9326171875,0.0179424285888672,0.0688495859503746
"CHL",1970,6273.2109375,0.0164285656064749,-0.0440989695489407
"CHL",1975,5649.49072265625,-0.0215337760746479,0.2785564661026
"CHL",1980,6142.5224609375,0.0166177749633789,0.0699750110507011
"CHL",1985,6256.01220703125,0.00397243490442634,0.322233855724335
"CHL",1990,8152.8525390625,0.0526439659297466,0.141290202736855
"CHL",1995,10776.4658203125,0.0564136505126953,0.0290059391409159
"CHL",2000,11938.794921875,0.0205738060176373,0.249008521437645
"CHN",1955,407.657196044922,0.0363791473209858,-0.916033565998077
"CHN",1960,397.761352539062,-0.00478534679859877,-1.03057098388672
"CHN",1965,456.779418945312,0.0281413085758686,-0.959164023399353
"CHN",1970,537.542602539062,0.0325230583548546,-0.800465762615204
"CHN",1975,636.838928222656,0.0334334373474121,-0.486644923686981
"CHN",1980,884.499877929688,0.0648836120963097,-0.204358398914337
"CHN",1985,1362.25805664062,0.0867746323347092,0.281688451766968
"CHN",1990,2003.46960449219,0.0763995200395584,0.52295184135437
"CHN",1995,3204.89501953125,0.0945049300789833,0.482999294996262
"CHN",2000,4643.0849609375,0.0743600875139236,0.4894739985466
"CIV",1965,1720.50390625,0.0338383689522743,-0.193312764167786
"CIV",1970,1984.14831542969,0.0289270393550396,0.00921889208257198
"CIV",1975,2251.57641601562,0.0250850673764944,-0.234183758497238
"CIV",1980,2179.22045898438,-0.00643491744995117,-0.0939795598387718
"CIV",1985,2339.79931640625,0.0141434669494629,-0.0237401649355888
"CIV",1990,2152.98901367188,-0.0167657844722271,-0.134105384349823
"CIV",1995,2093.28125,-0.00532979983836412,-0.0215502623468637
"CIV",2000,2089.83154296875,-0.000330066686728969,0.0815916284918785
"CMR",1965,1919.44165039062,-0.00371112814173102,0.0504743009805679
"CMR",1970,1938.7578125,0.00214548106305301,-0.0390411093831062
"CMR",1975,2069.51049804688,0.0129542350769043,-0.269647926092148
"CMR",1980,2929.61889648438,0.0679334625601768,-0.1560078561306
"CMR",1985,3169.77416992188,0.016445254907012,-0.199474111199379
"CMR",1990,2414.42797851562,-0.0540288910269737,-0.204291045665741
"CMR",1995,2261.72973632812,-0.012665843591094,0.117616847157478
"CMR",2000,2579.66650390625,0.0263989455997944,0.22976653277874
"COG",1965,1098.265625,0.0086804386228323,-0.478313356637955
"COG",1970,1392.96337890625,0.0474695190787315,-0.398266732692719
"COG",1975,1657.46435546875,0.034505270421505,-0.433524996042252
"COG",1980,2731.69165039062,0.0990189537405968,-0.179528251290321
"COG",1985,2540.20654296875,-0.0134571073576808,-0.307798475027084
"COG",1990,2322.4931640625,-0.0187844280153513,-0.273021131753922
"COG",1995,2127.95141601562,-0.0190519336611032,-0.327466189861298
"COG",2000,1397.400390625,-0.0815178900957108,-0.963572919368744
"COL",1955,2733.25830078125,0.0118826869875193,-0.220029890537262
"COL",1960,2938.1923828125,0.0143865589052439,-0.0810708552598953
"COL",1965,3172.69970703125,0.0153207778930664,0.0472108088433743
"COL",1970,3773.72265625,0.0345209129154682,0.232535094022751
"COL",1975,4361.69677734375,0.0289606098085642,0.280843257904053
"COL",1980,4797.59521484375,0.0193450935184956,0.10008779913187
"COL",1985,5104.40869140625,0.0122861862182617,0.317272365093231
"COL",1990,5552.3447265625,0.0168994907289743,0.337205559015274
"COL",1995,6075.81640625,0.0180330276489258,0.0504675582051277
"COL",2000,6060.173828125,-0.000491333019454032,0.211295694112778
"COM",1965,1807.583984375,0.0323191657662392,1.0280225276947
"COM",1970,1676.294921875,-0.0145398136228323,1.06706023216248
"COM",1975,1833.92358398438,0.0180294029414654,0.549146175384521
"COM",1980,1966.75,0.0140210147947073,0.610120832920074
"COM",1985,2073.12426757812,0.0105687137693167,0.401319116353989
"COM",1990,1890.57348632812,-0.0185568816959858,0.157170340418816
"COM",1995,1561.78759765625,-0.0383753776550293,0.288925975561142
"COM",2000,1337.24926757812,-0.0308073051273823,0.115992210805416
"CPV",1965,1803.05480957031,0.0444390289485455,0.162690252065659
"CPV",1970,2083.72241210938,0.031032944098115,-0.00286797690205276
"CPV",1975,1886.3251953125,-0.0198691375553608,-0.0616040788590908
"CPV",1980,2196.29125976562,0.0295578949153423,0.298664450645447
"CPV",1985,2824.99755859375,0.0511054024100304,0.310743004083633
"CPV",1990,3011.29174804688,0.0127581600099802,0.0982619300484657
"CPV",1995,3911.32763671875,0.05150356143713,0.142838060855865
"CPV",2000,4962.41748046875,0.0484939590096474,0.270234107971191
"CRI",1955,4177.0458984375,0.0340951904654503,0.00332210399210453
"CRI",1960,4454.63232421875,0.0129636768251657,0.0777757242321968
"CRI",1965,5152.42431640625,0.0290668494999409,0.167997986078262
"CRI",1970,5961.4033203125,0.0291128158569336,0.152668908238411
"CRI",1975,6753.57080078125,0.0249038692563772,0.129393145442009
"CRI",1980,6344.73583984375,-0.0126560209318995,0.343214780092239
"CRI",1985,6202.23046875,-0.00417099008336663,0.208427503705025
"CRI",1990,6646.71240234375,0.0136297224089503,0.0834751427173615
"CRI",1995,7597.23583984375,0.0266876220703125,-0.0371124744415283
"CRI",2000,8384.818359375,0.0199140552431345,-0.136537536978722
"CUB",1975,3582.48999023438,0.0471495613455772,0.00638957973569632
"CUB",1980,4764.82421875,0.0561960227787495,0.0944640561938286
"CUB",1985,7150.59423828125,0.0828872695565224,0.511903285980225
"CUB",1990,5817.923828125,-0.0429605469107628,0.340520590543747
"CUB",1995,5175.33447265625,-0.0217752456665039,0.0477140620350838
"CUB",2000,5977.62744140625,0.0287954322993755,-0.0871672406792641
"CYP",1975,6435.5673828125,0.0157154090702534,-0.0260259322822094
"CYP",1980,9140.853515625,0.0733148604631424,0.0784546434879303
"CYP",1985,11961.7626953125,0.0531450286507607,0.0306367073208094
"CYP",1990,15168.7470703125,0.0484691634774208,-0.140416488051414
"CYP",1995,18361.203125,0.0380508415400982,-0.180484116077423
"CYP",2000,21581.337890625,0.0324655547738075,-0.148716866970062
"CZE",1995,12942.3828125,0.0121370311826468,0.169927775859833
"CZE",2000,14299.78125,0.0198484417051077,0.063567541539669
"DEU",1975,16176.1416015625,0.0211860649287701,-0.273008674383163
"DEU",1980,17616.814453125,0.0173242576420307,-0.141092628240585
"DEU",1985,19281.212890625,0.0179525371640921,-0.328413158655167
"DEU",1990,22155.181640625,0.0278705600649118,-0.617525994777679
"DEU",1995,23523.091796875,0.0119798658415675,-0.667413592338562
"DEU",2000,25286.5625,0.0144996643066406,-0.539842188358307
"DJI",1980,4148.0966796875,-0.0278295520693064,0.383932143449783
"DJI",1985,4047.39135742188,-0.00472106924280524,0.18870909512043
"DJI",1990,3196.08325195312,-0.0480861663818359,0.0589700788259506
"DJI",1995,3446.4814453125,0.0139226913452148,0.144952088594437
"DJI",2000,4422.1025390625,0.0520088188350201,0.248388916254044
"DMA",1975,3807.04052734375,-0.0245800018310547,0.726266503334045
"DMA",1980,4429.62939453125,0.0290102008730173,0.511628806591034
"DMA",1985,5660.3046875,0.0501619353890419,0.280927211046219
"DMA",1990,6668.52099609375,0.0328454971313477,0.123103909194469
"DMA",1995,7655.74609375,0.0275920871645212,0.0476632490754128
"DMA",2000,7838.9033203125,0.00502758007496595,-0.0614634715020657
"DNK",1955,9763.5732421875,0.0201953891664743,0.245871275663376
"DNK",1960,12541.3857421875,0.0499950423836708,0.143870949745178
"DNK",1965,15134.31640625,0.0377601608633995,0.0108025018125772
"DNK",1970,17374.576171875,0.0277137756347656,-0.144342467188835
"DNK",1975,18396.47265625,0.0114051820710301,-0.360087186098099
"DNK",1980,19159.033203125,0.00816802959889174,-0.222058013081551
"DNK",1985,21709.2109375,0.0250411983579397,-0.445181399583817
"DNK",1990,22736.25,0.00922107696533203,-0.735395848751068
"DNK",1995,25758.69921875,0.0249124523252249,-0.759964287281036
"DNK",2000,28000.5703125,0.0167947765439749,-0.695928037166595
"DOM",1955,1902.8564453125,0.0216143615543842,-0.226151525974274
"DOM",1960,2341.24194335938,0.0403963103890419,-0.089414156973362
"DOM",1965,2380.95727539062,0.00459136953577399,-0.0685543715953827
"DOM",1970,3054.349609375,0.0492617599666119,-0.0127319563180208
"DOM",1975,3500.75610351562,0.0278264991939068,-0.00987169798463583
"DOM",1980,4230.27880859375,0.037778090685606,-0.00945028476417065
"DOM",1985,4291.560546875,0.00300102238543332,0.575329780578613
"DOM",1990,4515.4326171875,0.00971069373190403,0.195467248558998
"DOM",1995,5598.0263671875,0.0428907386958599,0.0313165485858917
"DOM",2000,6840.53173828125,0.0405473709106445,-0.036776278167963
"DZA",1965,3935.5986328125,0.0305675510317087,0.278410673141479
"DZA",1970,4265.51220703125,0.0158731453120708,0.199217438697815
"DZA",1975,4522.0517578125,0.0112333297729492,0.0839314758777618
"DZA",1980,5210.99609375,0.0291082374751568,0.093906357884407
"DZA",1985,5671.58154296875,0.0169885642826557,-0.113988600671291
"DZA",1990,5479.8017578125,-0.00687046069651842,0.0981222540140152
"DZA",1995,5481.55029296875,0.000101470948720817,0.252549380064011
"DZA",2000,5799.0068359375,0.0112520214170218,0.229226231575012
"ECU",1955,2228.22607421875,0.0167435649782419,0.676993131637573
"ECU",1960,2409.01245117188,0.0155752180144191,0.570794701576233
"ECU",1965,2546.93725585938,0.0111489295959473,0.462578684091568
"ECU",1970,3214.79809570312,0.0442506782710552,0.519407987594604
"ECU",1975,4569.46435546875,0.0722845047712326,0.52088463306427
"ECU",1980,4888.58544921875,0.0137872695922852,0.332373380661011
"ECU",1985,4540.0791015625,-0.0148096084594727,0.441246598958969
"ECU",1990,4487.20556640625,-0.00221328740008175,0.417963862419128
"ECU",1995,4495.908203125,0.00035743712214753,0.0470613874495029
"ECU",2000,4355.04541015625,-0.00636596698313951,0.00784227252006531
"EGY",1955,1342.24780273438,0.00127706525381655,0.172959983348846
"EGY",1960,1537.55895996094,0.0269289016723633,0.225711822509766
"EGY",1965,1770.80639648438,0.0285232551395893,0.308805882930756
"EGY",1970,1913.6025390625,0.0155814168974757,0.36780259013176
"EGY",1975,2144.96411132812,0.0221096985042095,0.247795626521111
"EGY",1980,2658.42504882812,0.0435467734932899,0.243464037775993
"EGY",1985,3066.7880859375,0.0285117141902447,-0.376954734325409
"EGY",1990,3540.5537109375,0.0288526527583599,0.419640004634857
"EGY",1995,4125.96484375,0.0303817745298147,0.269876182079315
"EGY",2000,4648.2666015625,0.0240976326167583,0.34470796585083
"ERI",1995,640.786437988281,0.0209569931030273,0.204073861241341
"ERI",2000,586.536743164062,-0.0173173900693655,-0.034394346177578
"ESP",1955,4358.04833984375,0.0497941970825195,0.148588120937347
"ESP",1960,5951.05859375,0.0610595718026161,0.392786413431168
"ESP",1965,8104.85693359375,0.062646672129631,0.273700326681137
"ESP",1970,10460.271484375,0.0509225837886333,0.222811132669449
"ESP",1975,11861.2470703125,0.0258262641727924,0.0531245768070221
"ESP",1980,12070.962890625,0.00350608816370368,0.0759993568062782
"ESP",1985,13633.751953125,0.0239578243345022,-0.120515443384647
"ESP",1990,15693.498046875,0.0285295490175486,-0.479073375463486
"ESP",1995,17385.53125,0.0202333442866802,-0.426985025405884
"ESP",2000,20301.587890625,0.0312099456787109,-0.4041927754879
"EST",1995,9520.1953125,0.0120082851499319,0.300435990095139
"EST",2000,12366.7666015625,0.0521425232291222,0.207280769944191
"ETH",1955,386.392578125,0.0104890819638968,-0.305710762739182
"ETH",1960,412.555572509766,0.0130823133513331,-0.295742928981781
"ETH",1965,459.458190917969,0.0215142257511616,-0.304729253053665
"ETH",1970,494.095642089844,0.0145818712189794,-0.25491401553154
"ETH",1975,489.373016357422,-0.00190372462384403,-0.0838361158967018
"ETH",1980,502.722808837891,0.00525140762329102,-0.0428476110100746
"ETH",1985,437.298614501953,-0.0285683628171682,-0.441004395484924
"ETH",1990,528.142272949219,0.0369437225162983,-0.0490110255777836
"ETH",1995,663.154724121094,0.046841811388731,0.450150817632675
"ETH",2000,718.550659179688,0.0162968635559082,0.590492248535156
"FIN",1955,6773.72021484375,0.0349416732788086,-0.146219715476036
"FIN",1960,8453.119140625,0.0441093444824219,-0.14045362174511
"FIN",1965,10085.0185546875,0.0353080742061138,-0.186042785644531
"FIN",1970,12955.24609375,0.0498825088143349,-0.153007820248604
"FIN",1975,14261.2158203125,0.0195787437260151,-0.312683880329132
"FIN",1980,16541.16796875,0.0296567920595407,-0.262682437896729
"FIN",1985,18622.09765625,0.023432731628418,-0.542094767093658
"FIN",1990,17944.16015625,-0.00745067605748773,-0.772978067398071
"FIN",1995,19863.986328125,0.0202619545161724,-0.757535457611084
"FIN",2000,23501.2421875,0.0340000167489052,-0.686873018741608
"FJI",1975,4161.60986328125,0.0314401611685753,-0.0962058380246162
"FJI",1980,4335.5625,0.00843524932861328,-0.192894130945206
"FJI",1985,4133.83740234375,-0.00957126636058092,-0.0710358470678329
"FJI",1990,4935.66650390625,0.0354721061885357,0.0171098653227091
"FJI",1995,4795.43115234375,-0.00562744121998549,-0.0702029764652252
"FJI",2000,4759.43359375,-0.00155048375017941,0.00831701047718525
"FRA",1955,7626.81103515625,0.0358467102050781,-0.196597412228584
"FRA",1960,9390.67578125,0.0414152145385742,-0.173146545886993
"FRA",1965,11677.4794921875,0.0436569228768349,-0.209915950894356
"FRA",1970,14503.0966796875,0.0434637069702148,-0.177523747086525
"FRA",1975,16233.2265625,0.0226451866328716,-0.294099986553192
"FRA",1980,17868.79296875,0.0193344112485647,-0.187195152044296
"FRA",1985,19607.80859375,0.0184349063783884,-0.351245850324631
"FRA",1990,21443.080078125,0.0180633552372456,-0.598508775234222
"FRA",1995,22831.25390625,0.0124311447143555,-0.626555681228638
"FRA",2000,25579.74609375,0.0228347778320312,-0.519031465053558
"FSM",1975,3096.3095703125,0.0382496826350689,-0.0813390836119652
"FSM",1980,3063.45532226562,-0.00251674652099609,-0.101628914475441
"FSM",1985,3452.8037109375,0.0243083946406841,0.0187892634421587
"FSM",1990,3694.92749023438,0.0130201335996389,-0.101045101881027
"FSM",1995,3857.69970703125,0.00866203289479017,-0.206399857997894
"FSM",2000,3813.05688476562,-0.00182075495831668,-0.337339490652084
"GAB",1965,12064.826171875,0.0755971893668175,1.02756762504578
"GAB",1970,17404.291015625,0.0719703659415245,0.852794110774994
"GAB",1975,20156.822265625,0.0249114986509085,0.0640316680073738
"GAB",1980,14471.375,-0.0600139610469341,-0.0835299342870712
